alg,fid,dim,seed,f
LSHADE,4,10,2035,812.1927796329021
LSHADE,4,10,2036,812.1142338545146
LSHADE,4,10,2037,812.0741224270146
LSHADE,4,10,2038,810.0973101625359
LSHADE,4,10,2039,818.0108686884122
LSHADE,4,10,2040,823.3889701622896
LSHADE,4,10,2041,812.1029596923487
LSHADE,4,10,2042,818.046071729751
LSHADE,4,10,2043,812.069734708709
LSHADE,4,10,2044,810.1719470931217
LSHADE,4,10,2045,804.8805964987321
LSHADE,4,10,2046,814.3409668201391
LSHADE,4,10,2047,816.3050642705551
LSHADE,4,10,2048,814.0196902815952
LSHADE,4,10,2049,816.0015128108324
LSHADE,4,10,2050,816.0558085531085
LSHADE,4,10,2051,818.0413468207103
LSHADE,4,10,2052,816.1190362852238
LSHADE,4,10,2053,810.497485102995
LSHADE,4,10,2054,816.868965450897
LSHADE,4,10,2055,820.0167767799724
LSHADE,6,10,2026,1800.7011664187128
LSHADE,6,10,2027,1800.3791872198942
LSHADE,6,10,2028,1800.641120886916
LSHADE,6,10,2029,1802.265209857349
LSHADE,6,10,2030,1802.1094077113407
LSHADE,6,10,2031,1800.4928749680764
LSHADE,6,10,2032,1800.4878647062533
LSHADE,6,10,2033,1802.0532456775409
LSHADE,6,10,2034,1801.1572527121682
LSHADE,6,10,2035,1800.1237340585787
LSHADE,6,10,2036,1802.4198021355955
LSHADE,6,10,2037,1801.156850535708
LSHADE,6,10,2038,1801.377103835748
LSHADE,6,10,2039,1800.1623397834892
LSHADE,6,10,2040,1801.7862874716595
LSHADE,6,10,2041,1800.8839568895407
LSHADE,6,10,2042,1801.124959773931
LSHADE,6,10,2043,1800.1796968692984
LSHADE,6,10,2044,1801.5605790269265
LSHADE,6,10,2045,1800.740709304181
LSHADE,6,10,2046,1801.1163383585083
LSHADE,6,10,2047,1800.1696509469764
LSHADE,6,10,2048,1804.4067657618425
LSHADE,6,10,2049,1800.6530389550712
LSHADE,6,10,2050,1801.000563405499
LSHADE,6,10,2051,1802.0772746985565
LSHADE,6,10,2052,1801.4761690380435
LSHADE,6,10,2053,1801.2129774622886
LSHADE,6,10,2054,1802.183016624392
LSHADE,6,10,2055,1803.022024521037
LSHADE,7,10,2026,2012.2692963236784
LSHADE,7,10,2027,2016.386177701852
LSHADE,7,10,2028,2003.331580142665
LSHADE,7,10,2029,2010.4796908680369
LSHADE,7,10,2030,2010.7537702512552
LSHADE,7,10,2031,2010.583623199656
LSHADE,7,10,2032,2006.1047330225424
LSHADE,7,10,2033,2022.19723355463
LSHADE,7,10,2034,2011.5135898833191
LSHADE,7,10,2035,2010.0982858486648
LSHADE,7,10,2036,2007.618354827663
LSHADE,7,10,2037,2012.033779410133
LSHADE,7,10,2038,2009.215061885656
LSHADE,7,10,2039,2018.9525892776528
LSHADE,7,10,2040,2010.1250368195667
LSHADE,7,10,2041,2022.9357601613567
LSHADE,7,10,2042,2020.081093294804
LSHADE,7,10,2043,2012.0083792314408
LSHADE,7,10,2044,2006.8240434683944
LSHADE,7,10,2045,2022.575411748003
LSHADE,7,10,2046,2022.116647168448
LSHADE,7,10,2047,2006.2437488554565
LSHADE,7,10,2048,2013.3706493746224
LSHADE,7,10,2049,2005.3605611311127
LSHADE,7,10,2050,2006.9511747197705
LSHADE,7,10,2051,2020.9656373335413
LSHADE,7,10,2052,2018.255441690981
LSHADE,7,10,2053,2004.437918264697
LSHADE,7,10,2054,2004.1465138302333
LSHADE,7,10,2055,2004.056044335272
LSHADE,12,10,2026,2864.47353323778
LSHADE,12,10,2027,2864.473521566374
LSHADE,12,10,2028,2864.897547591958
LSHADE,12,10,2029,2865.468424778382
LSHADE,12,10,2030,2866.3728442785227
LSHADE,12,10,2031,2864.473916619886
LSHADE,12,10,2032,2866.372844183704
LSHADE,12,10,2033,2865.891756898469
LSHADE,12,10,2034,2864.89754759196
LSHADE,12,10,2035,2864.0139454481628
LSHADE,12,10,2036,2866.973950285792
LSHADE,12,10,2037,2864.0139906731592
LSHADE,12,10,2038,2864.473522741916
LSHADE,12,10,2039,2865.891756877136
LSHADE,12,10,2040,2865.891756997255
LSHADE,12,10,2041,2865.891756879505
LSHADE,12,10,2042,2864.897547591958
LSHADE,12,10,2043,2868.181645107104
LSHADE,12,10,2044,2864.4735228799354
LSHADE,12,10,2045,2865.891756893371
LSHADE,12,10,2046,2864.473543893355
LSHADE,12,10,2047,2863.9064172833405
LSHADE,12,10,2048,2864.897547591958
LSHADE,12,10,2049,2864.4735193924635
LSHADE,12,10,2050,2865.468422428245
LSHADE,12,10,2051,2865.468490159985
LSHADE,12,10,2052,2864.473540827332
LSHADE,12,10,2053,2865.891756911616
LSHADE,12,10,2054,2865.8917568769484
LSHADE,12,10,2055,2864.4735246901205
ABMO,4,20,2026,1006.5
ABMO,4,20,2027,934.0
ABMO,4,20,2028,1052.5
ABMO,4,20,2029,1058.5
ABMO,4,20,2030,980.5
ABMO,4,20,2031,1094.0
ABMO,4,20,2032,988.0
ABMO,4,20,2033,1010.5
ABMO,4,20,2034,1125.0
ABMO,4,20,2035,1099.0
ABMO,4,20,2036,1090.5
ABMO,4,20,2037,1018.0
ABMO,4,20,2038,1010.0
ABMO,4,20,2039,958.5
ABMO,4,20,2040,1132.0
ABMO,4,20,2041,1036.5
ABMO,4,20,2042,1189.0
ABMO,4,20,2043,1032.0
ABMO,4,20,2044,1156.5
ABMO,4,20,2045,998.0
ABMO,4,20,2046,1030.5
ABMO,4,20,2047,1068.0
ABMO,4,20,2048,978.0
ABMO,4,20,2049,1080.5
ABMO,4,20,2050,1084.5
ABMO,4,20,2051,994.0
ABMO,4,20,2052,1040.0
ABMO,4,20,2053,970.0
ABMO,4,20,2054,1134.0
ABMO,4,20,2055,1098.0
ABMO,6,20,2026,80180.902150828
ABMO,6,20,2027,162797.92149369017
ABMO,6,20,2028,52297.32209370128
ABMO,6,20,2029,53745.854531311474
ABMO,6,20,2030,32630.68187562414
ABMO,6,20,2031,66926.06685819273
ABMO,6,20,2032,74473.28017362021
ABMO,6,20,2033,71899.62770240229
ABMO,6,20,2034,88229.14418789808
ABMO,6,20,2035,48056.16277501426
ABMO,6,20,2036,25413.102022205712
ABMO,6,20,2037,96853.46765647162
ABMO,6,20,2038,46568.36969963189
ABMO,6,20,2039,57815.21214314783
ABMO,6,20,2040,31325.0980506544
ABMO,6,20,2041,143412.92587187086
ABMO,6,20,2042,99596.7467481895
ABMO,6,20,2043,65823.9614471504
ABMO,6,20,2044,84425.59411454553
ABMO,6,20,2045,118809.90821111423
ABMO,6,20,2046,37771.14221658983
ABMO,6,20,2047,29243.21482865524
ABMO,6,20,2048,106510.72182506106
ABMO,6,20,2049,103776.02649123914
ABMO,6,20,2050,73013.64072853056
ABMO,6,20,2051,34791.18372770667
ABMO,6,20,2052,54992.97535871365
ABMO,6,20,2053,39780.13996805407
ABMO,6,20,2054,107768.09269424267
ABMO,6,20,2055,62619.28841664022
ABMO,7,20,2026,2049.078908954893
ABMO,7,20,2027,2053.610301732171
ABMO,7,20,2028,2118.3615500920573
ABMO,7,20,2029,2051.782541699126
ABMO,7,20,2030,2515.613653781096
ABMO,7,20,2031,2030.3282637663235
ABMO,7,20,2032,2616.775988713937
ABMO,7,20,2033,2057.8388088964266
ABMO,7,20,2034,2046.9607002310431
ABMO,7,20,2035,2219.290958427305
ABMO,7,20,2036,2132.0261674850763
ABMO,7,20,2037,2078.4837581735624
ABMO,7,20,2038,2105.4932023114025
ABMO,7,20,2039,2089.886285651268
ABMO,7,20,2040,2037.454372418989
ABMO,7,20,2041,2042.144368788364
ABMO,7,20,2042,3056.968931602029
ABMO,7,20,2043,2100.9610432918507
ABMO,7,20,2044,2052.9809934033456
ABMO,7,20,2045,2037.4187829474447
ABMO,7,20,2046,2275.8686533812697
ABMO,7,20,2047,2099.2294142429464
ABMO,7,20,2048,2120.688350805423
ABMO,7,20,2049,2062.8301817377896
ABMO,7,20,2050,2050.830986461298
ABMO,7,20,2051,2123.424384261652
ABMO,7,20,2052,2125.493557143709
ABMO,7,20,2053,2033.651617329181
ABMO,7,20,2054,2031.553949678649
ABMO,7,20,2055,2259.672657621952
ABMO,12,20,2026,3148.1206613933223
ABMO,12,20,2027,3043.2931576361807
ABMO,12,20,2028,2967.1971492279445
ABMO,12,20,2029,3032.439004807381
ABMO,12,20,2030,2990.4069898514404
ABMO,12,20,2031,2997.858451993808
ABMO,12,20,2032,3019.3757038532644
ABMO,12,20,2033,3020.171617723423
ABMO,12,20,2034,3366.505985970563
ABMO,12,20,2035,3065.883535922768
ABMO,12,20,2036,3257.736721263736
ABMO,12,20,2037,2975.1185691312303
ABMO,12,20,2038,2987.5315788967287
ABMO,12,20,2039,3295.7839196588734
ABMO,12,20,2040,3034.97726234574
ABMO,12,20,2041,3312.023291273412
ABMO,12,20,2042,3080.2696064880283
ABMO,12,20,2043,3105.2989841040667
ABMO,12,20,2044,2944.691639500977
ABMO,12,20,2045,3216.617603970263
ABMO,12,20,2046,3007.064248136672
ABMO,12,20,2047,3184.950337145746
ABMO,12,20,2048,3023.7078573618314
ABMO,12,20,2049,3378.901895347872
ABMO,12,20,2050,3006.322907274416
ABMO,12,20,2051,3349.7677833745884
ABMO,12,20,2052,3372.6931383753144
ABMO,12,20,2053,3029.02936123208
ABMO,12,20,2054,3240.006263411712
ABMO,12,20,2055,3177.3255630708004
RUN,4,20,2026,974.4481511911248
RUN,4,20,2027,991.5766699782308
RUN,4,20,2028,994.5
RUN,4,20,2029,1014.7793432630572
RUN,4,20,2030,1018.7177862241988
RUN,4,20,2031,1020.2240883035448
RUN,4,20,2032,968.1833719360573
RUN,4,20,2033,986.2907198276628
RUN,4,20,2034,996.5
RUN,4,20,2035,984.828785968374
RUN,4,20,2036,987.2674834841844
RUN,4,20,2037,985.7583927518916
RUN,4,20,2038,1051.4473002199595
RUN,4,20,2039,993.6106056030874
RUN,4,20,2040,967.7947604538348
RUN,4,20,2041,1042.6275329891444
RUN,4,20,2042,970.045656495101
RUN,4,20,2043,990.469095044726
RUN,4,20,2044,1002.5033294691974
RUN,4,20,2045,944.6409301833468
RUN,4,20,2046,988.6049149506092
RUN,4,20,2047,1025.5241887466543
RUN,4,20,2048,1029.807878150973
RUN,4,20,2049,1025.9141927924445
RUN,4,20,2050,996.707903258006
RUN,4,20,2051,979.678280751248
RUN,4,20,2052,1079.0946169402123
RUN,4,20,2053,1051.555978603133
RUN,4,20,2054,965.7415890632128
RUN,4,20,2055,1028.3102020098338
RUN,6,20,2026,33838779.72368904
RUN,6,20,2027,121703509.84714542
RUN,6,20,2028,62555421.76437967
RUN,6,20,2029,279747663.4600634
RUN,6,20,2030,111203775.66705725
RUN,6,20,2031,103359392.6846842
RUN,6,20,2032,40507616.963426135
RUN,6,20,2033,55065589.67834861
RUN,6,20,2034,362120016.1979257
RUN,6,20,2035,147082380.88134414
RUN,6,20,2036,46948110.81374913
RUN,6,20,2037,120526337.07369144
RUN,6,20,2038,222607514.17811587
RUN,6,20,2039,62019518.44664943
RUN,6,20,2040,105233133.21531066
RUN,6,20,2041,235189414.170791
RUN,6,20,2042,75154112.35140781
RUN,6,20,2043,95257762.69885153
RUN,6,20,2044,42533727.81045205
RUN,6,20,2045,388260231.4964285
RUN,6,20,2046,108603380.92336358
RUN,6,20,2047,68136264.53189215
RUN,6,20,2048,128526977.11767744
RUN,6,20,2049,89039972.34881489
RUN,6,20,2050,123229372.83721596
RUN,6,20,2051,51190672.988131024
RUN,6,20,2052,553997541.3614289
RUN,6,20,2053,56265606.895698726
RUN,6,20,2054,164664992.1361216
RUN,6,20,2055,105247770.32964502
RUN,7,20,2026,2801.1498416937416
RUN,7,20,2027,2706.7784448184125
RUN,7,20,2028,2366.067519971323
RUN,7,20,2029,2241.1995097287618
RUN,7,20,2030,2347.8088576444748
RUN,7,20,2031,2984.6235396421284
RUN,7,20,2032,2908.1018482921177
RUN,7,20,2033,2627.812996937998
RUN,7,20,2034,2683.915589332025
RUN,7,20,2035,3113.315447381068
RUN,7,20,2036,3170.35810679133
RUN,7,20,2037,2844.121365255497
RUN,7,20,2038,3015.078305774088
RUN,7,20,2039,2156.9593036838787
RUN,7,20,2040,2784.931174082758
RUN,7,20,2041,2671.0367709214825
RUN,7,20,2042,2785.7846959837675
RUN,7,20,2043,2928.514740480648
RUN,7,20,2044,2737.5549250672866
RUN,7,20,2045,3114.54081601812
RUN,7,20,2046,2302.994444441465
RUN,7,20,2047,3240.4625355412845
RUN,7,20,2048,2401.4382921656897
RUN,7,20,2049,2249.850496776944
RUN,7,20,2050,2378.7419728522127
RUN,7,20,2051,2812.7702696174174
RUN,7,20,2052,2482.3443682087127
RUN,7,20,2053,2371.6620402618146
RUN,7,20,2054,2874.7167105203
RUN,7,20,2055,3632.8688044291584
RUN,12,20,2026,2999.5153261089563
RUN,12,20,2027,3003.1139997602845
RUN,12,20,2028,3017.811230786751
RUN,12,20,2029,3004.575691510664
RUN,12,20,2030,3019.519913446026
RUN,12,20,2031,2999.875885992041
RUN,12,20,2032,2999.7458332901706
RUN,12,20,2033,3027.4872591315147
RUN,12,20,2034,3046.975636881799
RUN,12,20,2035,3015.8352724264987
RUN,12,20,2036,3023.52652668357
RUN,12,20,2037,2989.8131731942303
RUN,12,20,2038,2998.158565891453
RUN,12,20,2039,3016.6331767529305
RUN,12,20,2040,2984.6206802175093
RUN,12,20,2041,3007.209215821474
RUN,12,20,2042,3007.006774997101
RUN,12,20,2043,3002.727766746979
RUN,12,20,2044,3031.539673089252
RUN,12,20,2045,3023.001644300602
RUN,12,20,2046,3040.467068935243
RUN,12,20,2047,2991.9912803911047
RUN,12,20,2048,3003.3242815853155
RUN,12,20,2049,2992.479040069329
RUN,12,20,2050,3028.981235414989
RUN,12,20,2051,3001.612467276684
RUN,12,20,2052,3018.990610748749
RUN,12,20,2053,3011.8502957814912
RUN,12,20,2054,3004.7381983869955
RUN,12,20,2055,3036.008444872419
GWO,4,20,2026,972.0905386220504
GWO,4,20,2027,1017.6388699257872
GWO,4,20,2028,997.3482421060812
GWO,4,20,2029,989.211123122449
GWO,4,20,2030,1003.0895877737844
GWO,4,20,2031,1058.53190539279
GWO,4,20,2032,1008.53113014781
GWO,4,20,2033,1001.4010853655824
GWO,4,20,2034,993.8168551671604
GWO,4,20,2035,1013.4754455733168
GWO,4,20,2036,1022.0902651176812
GWO,4,20,2037,1004.6562319665652
GWO,4,20,2038,1076.818809136669
GWO,4,20,2039,1023.6040814743052
GWO,4,20,2040,1023.9852912367088
GWO,4,20,2041,965.0784740835386
GWO,4,20,2042,973.0143593514006
GWO,4,20,2043,1055.271814034125
GWO,4,20,2044,982.3916636384348
GWO,4,20,2045,1051.889541027988
GWO,4,20,2046,996.1402492008503
GWO,4,20,2047,1003.7417562432483
GWO,4,20,2048,952.0045057005314
GWO,4,20,2049,1041.7286195824931
GWO,4,20,2050,978.5512733167968
GWO,4,20,2051,1049.9043682156575
GWO,4,20,2052,1011.3211152115906
GWO,4,20,2053,1035.8720005689725
GWO,4,20,2054,1005.0752887645438
GWO,4,20,2055,1011.1484752610108
GWO,6,20,2026,62906976.21197643
GWO,6,20,2027,40116323.90511718
GWO,6,20,2028,30149063.19085448
GWO,6,20,2029,32366433.183813505
GWO,6,20,2030,35573316.142110035
GWO,6,20,2031,30681590.76025647
GWO,6,20,2032,49773262.29061916
GWO,6,20,2033,47055294.42255753
GWO,6,20,2034,36844368.63049488
GWO,6,20,2035,18547770.908207376
GWO,6,20,2036,48683681.346283175
GWO,6,20,2037,13209959.826333994
GWO,6,20,2038,25071058.71119553
GWO,6,20,2039,42193685.38558467
GWO,6,20,2040,16129796.26299365
GWO,6,20,2041,65882941.16447417
GWO,6,20,2042,53708369.76930292
GWO,6,20,2043,65393711.161442734
GWO,6,20,2044,81047313.69867048
GWO,6,20,2045,41908886.60620703
GWO,6,20,2046,35917869.68912367
GWO,6,20,2047,74542892.09512162
GWO,6,20,2048,12592267.23759634
GWO,6,20,2049,38973047.92399063
GWO,6,20,2050,27905447.31836985
GWO,6,20,2051,30983268.17428684
GWO,6,20,2052,54498951.95135173
GWO,6,20,2053,33460543.12019156
GWO,6,20,2054,60322451.557592966
GWO,6,20,2055,33376445.34160491
GWO,7,20,2026,2463.2849028024243
GWO,7,20,2027,2348.56172833468
GWO,7,20,2028,2253.2921714439967
GWO,7,20,2029,2235.16485720582
GWO,7,20,2030,2263.1605674366747
GWO,7,20,2031,2250.7450722306166
GWO,7,20,2032,2315.6574051538755
GWO,7,20,2033,2193.981941208257
GWO,7,20,2034,2277.248619596918
GWO,7,20,2035,2175.653252119736
GWO,7,20,2036,2243.450281367769
GWO,7,20,2037,2230.479098038021
GWO,7,20,2038,2218.858944979035
GWO,7,20,2039,2391.2430267457003
GWO,7,20,2040,2253.6684677636026
GWO,7,20,2041,2258.700036183536
GWO,7,20,2042,2273.2310488862013
GWO,7,20,2043,2303.755971788121
GWO,7,20,2044,2285.1979167170884
GWO,7,20,2045,2216.510072561888
GWO,7,20,2046,2335.7611114131123
GWO,7,20,2047,2275.074698586662
GWO,7,20,2048,2280.7142711146894
GWO,7,20,2049,2253.646140042897
GWO,7,20,2050,2192.5023379094705
GWO,7,20,2051,2234.667825972041
GWO,7,20,2052,2170.5403661901964
GWO,7,20,2053,2318.139890857515
GWO,7,20,2054,2234.475439794455
GWO,7,20,2055,2197.7449453026325
GWO,12,20,2026,2961.166753790738
GWO,12,20,2027,2981.217190951878
GWO,12,20,2028,2993.986934147084
GWO,12,20,2029,2956.006222378044
GWO,12,20,2030,3018.391116482043
GWO,12,20,2031,2992.8967410227965
GWO,12,20,2032,2974.1147462625786
GWO,12,20,2033,2982.8385333287506
GWO,12,20,2034,2980.738071831211
GWO,12,20,2035,2966.118112160497
GWO,12,20,2036,2958.0724303350416
GWO,12,20,2037,2962.6145940916044
GWO,12,20,2038,2971.3052964587955
GWO,12,20,2039,2990.848433438624
GWO,12,20,2040,2993.34773529125
GWO,12,20,2041,2971.1283192552987
GWO,12,20,2042,3062.335816152878
GWO,12,20,2043,2967.3669638051583
GWO,12,20,2044,2986.2527198914795
GWO,12,20,2045,3032.732692248742
GWO,12,20,2046,2969.245604609254
GWO,12,20,2047,2998.9951884967763
GWO,12,20,2048,3004.6899666724003
GWO,12,20,2049,2974.3271846198004
GWO,12,20,2050,2981.7968656141984
GWO,12,20,2051,2992.00445674442
GWO,12,20,2052,2970.4558895151204
GWO,12,20,2053,2971.6723604981835
GWO,12,20,2054,3030.303627416818
GWO,12,20,2055,3000.1594148175063
WOA,4,20,2026,983.8998556544256
WOA,4,20,2027,1129.7276340933868
WOA,4,20,2028,1159.002038917425
WOA,4,20,2029,1136.1049568249543
WOA,4,20,2030,1167.059845230856
WOA,4,20,2031,1187.5914866817177
WOA,4,20,2032,1185.1980215903582
WOA,4,20,2033,1101.5527529231176
WOA,4,20,2034,1300.4533959811456
WOA,4,20,2035,1197.2977955196377
WOA,4,20,2036,1161.9143941643492
WOA,4,20,2037,1234.1852782772123
WOA,4,20,2038,1171.217986267157
WOA,4,20,2039,1144.637018902765
WOA,4,20,2040,1247.5771133057135
WOA,4,20,2041,1113.3190000990437
WOA,4,20,2042,1163.9334623238342
WOA,4,20,2043,1200.0295133654515
WOA,4,20,2044,1073.953066469976
WOA,4,20,2045,1140.051205120791
WOA,4,20,2046,1214.624933317658
WOA,4,20,2047,1158.463711235354
WOA,4,20,2048,1089.8709646428472
WOA,4,20,2049,1245.1570813213343
WOA,4,20,2050,1270.205407403191
WOA,4,20,2051,1236.9842077123303
WOA,4,20,2052,1258.1993829759324
WOA,4,20,2053,1215.5503609954264
WOA,4,20,2054,1269.2414009920883
WOA,4,20,2055,1188.0502363996343
WOA,6,20,2026,50829.633589508
WOA,6,20,2027,181353.8890359016
WOA,6,20,2028,6152768.769170255
WOA,6,20,2029,85046.08553216145
WOA,6,20,2030,565955.1352026958
WOA,6,20,2031,712344.7724474113
WOA,6,20,2032,65003.98105578429
WOA,6,20,2033,421858.8393750189
WOA,6,20,2034,2345809.6372275027
WOA,6,20,2035,237349.138056312
WOA,6,20,2036,56041.3038953534
WOA,6,20,2037,825515.4911173299
WOA,6,20,2038,41808.49844167997
WOA,6,20,2039,71569.4974159866
WOA,6,20,2040,1120608.0370889693
WOA,6,20,2041,1899239.065381911
WOA,6,20,2042,66135.85122664577
WOA,6,20,2043,312495.3648299846
WOA,6,20,2044,67042.24770159318
WOA,6,20,2045,3681055.456975981
WOA,6,20,2046,180491787.0280627
WOA,6,20,2047,237549.1101496991
WOA,6,20,2048,29434714.662911
WOA,6,20,2049,40413.280319171725
WOA,6,20,2050,373962.13110209344
WOA,6,20,2051,558274.0252494466
WOA,6,20,2052,120234.15498602708
WOA,6,20,2053,106324.5323933134
WOA,6,20,2054,34197.78128444534
WOA,6,20,2055,1118125.437182621
WOA,7,20,2026,3485.6989113046748
WOA,7,20,2027,4373.59555696711
WOA,7,20,2028,4364.430555099292
WOA,7,20,2029,4455.232313933329
WOA,7,20,2030,3892.007749501173
WOA,7,20,2031,3035.1876021163225
WOA,7,20,2032,2392.47523666393
WOA,7,20,2033,4019.622600107842
WOA,7,20,2034,3755.0689575105016
WOA,7,20,2035,3026.4063567100134
WOA,7,20,2036,4093.425699724194
WOA,7,20,2037,2458.264116140136
WOA,7,20,2038,2695.1997224469023
WOA,7,20,2039,2689.291898509897
WOA,7,20,2040,4440.137125281457
WOA,7,20,2041,3547.706009948439
WOA,7,20,2042,2930.84362231452
WOA,7,20,2043,2624.0496248740064
WOA,7,20,2044,3678.780960027672
WOA,7,20,2045,3405.8453292742643
WOA,7,20,2046,3417.72050969916
WOA,7,20,2047,3847.489483289805
WOA,7,20,2048,3765.100460531523
WOA,7,20,2049,2484.437493407469
WOA,7,20,2050,3425.323791122658
WOA,7,20,2051,3587.0140688915217
WOA,7,20,2052,3573.9576411770927
WOA,7,20,2053,3258.829283665116
WOA,7,20,2054,2616.4095427646544
WOA,7,20,2055,3341.418589007327
WOA,12,20,2026,3317.1991032887154
WOA,12,20,2027,3309.640948059553
WOA,12,20,2028,3615.09368873214
WOA,12,20,2029,3255.410105945893
WOA,12,20,2030,3184.521556728017
WOA,12,20,2031,3028.2219187416204
WOA,12,20,2032,3182.04523450988
WOA,12,20,2033,3274.0628488301645
WOA,12,20,2034,3430.885546893423
WOA,12,20,2035,3357.635680673071
WOA,12,20,2036,3042.748107460005
WOA,12,20,2037,3537.4103854024747
WOA,12,20,2038,3440.540787357796
WOA,12,20,2039,3209.793176578989
WOA,12,20,2040,3181.278468226091
WOA,12,20,2041,3107.309172352246
WOA,12,20,2042,3389.9342659876284
WOA,12,20,2043,3203.7495505853635
WOA,12,20,2044,3331.672320412667
WOA,12,20,2045,3068.9830713799347
WOA,12,20,2046,3384.1219874561048
WOA,12,20,2047,3351.570579047573
WOA,12,20,2048,3164.782935350501
WOA,12,20,2049,3213.3289955895484
WOA,12,20,2050,3161.290054864886
WOA,12,20,2051,3137.666112287048
WOA,12,20,2052,3230.9732387890067
WOA,12,20,2053,3497.8033589165034
WOA,12,20,2054,3145.187330047527
WOA,12,20,2055,3392.733326044173
HHO,4,20,2026,1019.0463946152718
HHO,4,20,2027,1116.2880726924295
HHO,4,20,2028,1008.5058063733184
HHO,4,20,2029,1110.4955456028872
HHO,4,20,2030,1038.5000008793006
HHO,4,20,2031,1155.0374414436633
HHO,4,20,2032,1040.0454580042203
HHO,4,20,2033,1107.6151259840822
HHO,4,20,2034,1043.5589126679638
HHO,4,20,2035,1107.0555586667572
HHO,4,20,2036,984.94126330497
HHO,4,20,2037,1066.3895954492548
HHO,4,20,2038,1034.5
HHO,4,20,2039,1095.0
HHO,4,20,2040,1092.0552795434885
HHO,4,20,2041,968.6066957011362
HHO,4,20,2042,1099.8380280441602
HHO,4,20,2043,1077.0583998258758
HHO,4,20,2044,1005.4395303116694
HHO,4,20,2045,1135.5000000000002
HHO,4,20,2046,1171.6212777687726
HHO,4,20,2047,1014.5129402618936
HHO,4,20,2048,1126.2619524657882
HHO,4,20,2049,1066.4421752854264
HHO,4,20,2050,1021.8259592781284
HHO,4,20,2051,1059.4576080200309
HHO,4,20,2052,1149.1973735665315
HHO,4,20,2053,1094.7277244124912
HHO,4,20,2054,968.000007528527
HHO,4,20,2055,1023.812956056728
HHO,6,20,2026,7619447.958244344
HHO,6,20,2027,8145690.468292356
HHO,6,20,2028,783436.7455854145
HHO,6,20,2029,4767042.3763145935
HHO,6,20,2030,16819127.131973766
HHO,6,20,2031,143730551.07305208
HHO,6,20,2032,5885388.584903342
HHO,6,20,2033,60250156.83286552
HHO,6,20,2034,338183990.9624135
HHO,6,20,2035,8739498.047368705
HHO,6,20,2036,135504025.56639105
HHO,6,20,2037,753296.9967468056
HHO,6,20,2038,22507727.02400099
HHO,6,20,2039,2537055.4775425782
HHO,6,20,2040,11260797.268129252
HHO,6,20,2041,58655126.79261067
HHO,6,20,2042,4092124.67394401
HHO,6,20,2043,61649627.93128946
HHO,6,20,2044,42136870.904774174
HHO,6,20,2045,23975789.40681113
HHO,6,20,2046,23799467.97263584
HHO,6,20,2047,329903357.2822243
HHO,6,20,2048,18026334.771753665
HHO,6,20,2049,47249416.67025588
HHO,6,20,2050,6646601.575894013
HHO,6,20,2051,36946724.33648447
HHO,6,20,2052,21655549.18806634
HHO,6,20,2053,890328.2944082309
HHO,6,20,2054,40680803.454597816
HHO,6,20,2055,378866342.3324097
HHO,7,20,2026,2552.3695689727024
HHO,7,20,2027,4326.405820307778
HHO,7,20,2028,5792.758848970363
HHO,7,20,2029,4336.251421454253
HHO,7,20,2030,5871.301474055332
HHO,7,20,2031,3368.08502450382
HHO,7,20,2032,2313.40826983913
HHO,7,20,2033,2573.664717110209
HHO,7,20,2034,3157.264727441275
HHO,7,20,2035,4356.230877036833
HHO,7,20,2036,3663.918954301743
HHO,7,20,2037,3969.613036468404
HHO,7,20,2038,3215.2301593985912
HHO,7,20,2039,5651.641463782988
HHO,7,20,2040,4435.960131809381
HHO,7,20,2041,4417.784736336245
HHO,7,20,2042,3448.915680629345
HHO,7,20,2043,3451.455482042066
HHO,7,20,2044,2673.16234845971
HHO,7,20,2045,3922.690949550513
HHO,7,20,2046,2769.164514341822
HHO,7,20,2047,6432.074358385306
HHO,7,20,2048,2576.6329272685366
HHO,7,20,2049,3585.4618235760245
HHO,7,20,2050,4937.035175533047
HHO,7,20,2051,5828.370260879116
HHO,7,20,2052,4625.489320031222
HHO,7,20,2053,3658.5270710128807
HHO,7,20,2054,3701.796035515032
HHO,7,20,2055,4172.79409863464
HHO,12,20,2026,3358.881565774285
HHO,12,20,2027,3986.3952616071
HHO,12,20,2028,4084.192089782222
HHO,12,20,2029,3866.7460319134098
HHO,12,20,2030,3052.9890645224896
HHO,12,20,2031,3050.851864235143
HHO,12,20,2032,3393.321251024867
HHO,12,20,2033,3139.880001807168
HHO,12,20,2034,3282.815331521404
HHO,12,20,2035,3049.159465137177
HHO,12,20,2036,3369.82531241993
HHO,12,20,2037,3408.295845619601
HHO,12,20,2038,3315.145892278926
HHO,12,20,2039,3415.4942394684786
HHO,12,20,2040,3661.872597637464
HHO,12,20,2041,3753.435810742326
HHO,12,20,2042,3535.214445650125
HHO,12,20,2043,3870.456002194929
HHO,12,20,2044,3425.411227845917
HHO,12,20,2045,3369.414837834569
HHO,12,20,2046,3154.3768350053947
HHO,12,20,2047,3871.4402842458776
HHO,12,20,2048,3216.2204041311743
HHO,12,20,2049,3240.428564932138
HHO,12,20,2050,3117.3124174998925
HHO,12,20,2051,3692.404606597855
HHO,12,20,2052,3834.276586791024
HHO,12,20,2053,3482.1319393441663
HHO,12,20,2054,3992.306006673949
HHO,12,20,2055,3721.222565604365
SCA,4,20,2026,948.1131578507634
