alg,fid,dim,seed,f
SCA,4,20,2027,1099.6457375968994
SCA,4,20,2028,1103.9083108995726
SCA,4,20,2029,1120.9581580586596
SCA,4,20,2030,1126.5980646763562
SCA,4,20,2031,1102.400079942401
SCA,4,20,2032,1116.7180300594296
SCA,4,20,2033,1089.918418266558
SCA,4,20,2034,1074.4721345524415
SCA,4,20,2035,1137.135521331826
SCA,4,20,2036,1120.0000867503536
SCA,4,20,2037,1071.5833110301644
SCA,4,20,2038,1051.6233066298537
SCA,4,20,2039,1133.2976480826717
SCA,4,20,2040,1114.3616758992864
SCA,4,20,2041,1082.6623489449428
SCA,4,20,2042,1039.5221765500976
SCA,4,20,2043,1091.8859353409216
SCA,4,20,2044,1049.0244757338526
SCA,4,20,2045,1116.9918475270294
SCA,4,20,2046,1065.5
SCA,4,20,2047,1080.540322090285
SCA,4,20,2048,1076.476542786541
SCA,4,20,2049,1095.7846291039195
SCA,4,20,2050,1105.51933121608
SCA,4,20,2051,1078.7990338268482
SCA,4,20,2052,1093.8131233602378
SCA,4,20,2053,1090.6973761698878
SCA,4,20,2054,1069.117086242073
SCA,4,20,2055,1084.6592305048543
SCA,6,20,2026,324526445.3766215
SCA,6,20,2027,951775519.1019976
SCA,6,20,2028,484635834.9727085
SCA,6,20,2029,398647574.0969505
SCA,6,20,2030,771402744.3503112
SCA,6,20,2031,366441510.87448174
SCA,6,20,2032,350116340.80302763
SCA,6,20,2033,924248023.653808
SCA,6,20,2034,882558485.6266881
SCA,6,20,2035,821288790.8770444
SCA,6,20,2036,288164938.92394394
SCA,6,20,2037,424072271.23264974
SCA,6,20,2038,1183053945.9606814
SCA,6,20,2039,500745897.1943711
SCA,6,20,2040,697242595.3689137
SCA,6,20,2041,767572594.5222797
SCA,6,20,2042,677514445.1281044
SCA,6,20,2043,432389479.8898711
SCA,6,20,2044,395783330.7127511
SCA,6,20,2045,442919155.3507366
SCA,6,20,2046,239416068.3952219
SCA,6,20,2047,310880163.0449781
SCA,6,20,2048,461998628.5982449
SCA,6,20,2049,357631333.4863787
SCA,6,20,2050,349934705.9214971
SCA,6,20,2051,496737148.2556009
SCA,6,20,2052,347973290.1318406
SCA,6,20,2053,729926755.9442372
SCA,6,20,2054,724117241.7642792
SCA,6,20,2055,420896624.8239642
SCA,7,20,2026,2888.626084302298
SCA,7,20,2027,2861.8629549092334
SCA,7,20,2028,3504.8350531771493
SCA,7,20,2029,3340.2362160683087
SCA,7,20,2030,3484.99821242585
SCA,7,20,2031,3068.7250468998045
SCA,7,20,2032,2469.599266665743
SCA,7,20,2033,3767.499605506924
SCA,7,20,2034,3194.4796813873545
SCA,7,20,2035,3354.1135591950074
SCA,7,20,2036,3153.213513158834
SCA,7,20,2037,3381.180176678351
SCA,7,20,2038,2955.2305803372656
SCA,7,20,2039,2663.960213626686
SCA,7,20,2040,2666.111087416179
SCA,7,20,2041,2693.127754037791
SCA,7,20,2042,2629.743042600546
SCA,7,20,2043,3344.571568926449
SCA,7,20,2044,3104.6766416538367
SCA,7,20,2045,3526.326868300024
SCA,7,20,2046,3173.5923635996905
SCA,7,20,2047,2983.1905734457687
SCA,7,20,2048,3669.833800192298
SCA,7,20,2049,3077.7805496116525
SCA,7,20,2050,2612.942278864836
SCA,7,20,2051,2905.837788916641
SCA,7,20,2052,2566.210490786038
SCA,7,20,2053,3414.8371525169296
SCA,7,20,2054,3003.949696387175
SCA,7,20,2055,3481.35339814901
SCA,12,20,2026,3412.8989040629176
SCA,12,20,2027,3352.7219903213
SCA,12,20,2028,3386.6722892431662
SCA,12,20,2029,3298.2585400662247
SCA,12,20,2030,3331.672622637634
SCA,12,20,2031,3343.646213702109
SCA,12,20,2032,3361.9636336489675
SCA,12,20,2033,3341.395510327368
SCA,12,20,2034,3406.983713043345
SCA,12,20,2035,3514.256210076164
SCA,12,20,2036,3402.217317349556
SCA,12,20,2037,3412.7963252989525
SCA,12,20,2038,3312.2438188319184
SCA,12,20,2039,3464.715856930832
SCA,12,20,2040,3364.9064908931346
SCA,12,20,2041,3301.3634003751667
SCA,12,20,2042,3374.727408523124
SCA,12,20,2043,3327.3474471759323
SCA,12,20,2044,3329.26366199174
SCA,12,20,2045,3273.749729234441
SCA,12,20,2046,3419.471519554705
SCA,12,20,2047,3325.781768552729
SCA,12,20,2048,3268.607726360395
SCA,12,20,2049,3293.1822892707205
SCA,12,20,2050,3351.797402859325
SCA,12,20,2051,3398.8015209445216
SCA,12,20,2052,3306.8846783178915
SCA,12,20,2053,3454.0010684715503
SCA,12,20,2054,3310.057012074444
SCA,12,20,2055,3359.4657268997903
LSHADE,4,20,2026,849.1903278400378
LSHADE,4,20,2027,856.7716953350317
LSHADE,4,20,2028,868.0022906564768
LSHADE,4,20,2029,875.8989059709629
LSHADE,4,20,2030,867.258946864126
LSHADE,4,20,2031,881.8853109483706
LSHADE,4,20,2032,881.7252859531824
LSHADE,4,20,2033,869.0276649091941
LSHADE,4,20,2034,907.0610129142042
LSHADE,4,20,2035,850.3769344800402
LSHADE,4,20,2036,864.2941391867813
LSHADE,4,20,2037,887.7352635283758
LSHADE,4,20,2038,881.3572332439612
LSHADE,4,20,2039,908.9872978463186
LSHADE,4,20,2040,868.9837461370071
LSHADE,4,20,2041,882.3170787611572
LSHADE,4,20,2042,875.8542413351927
LSHADE,4,20,2043,869.8522949242009
LSHADE,4,20,2044,868.0495112269181
LSHADE,4,20,2045,848.0856626298105
LSHADE,4,20,2046,865.8847196381299
LSHADE,4,20,2047,893.4787630804302
LSHADE,4,20,2048,867.2469545976029
LSHADE,4,20,2049,871.7237323988417
LSHADE,4,20,2050,875.379046204976
LSHADE,4,20,2051,867.8957238467542
LSHADE,4,20,2052,888.4294188311122
LSHADE,4,20,2053,864.25124185828
LSHADE,4,20,2054,878.3867027160671
LSHADE,4,20,2055,865.2178788725535
LSHADE,6,20,2026,28872.11053199291
LSHADE,6,20,2027,45112.67737623943
LSHADE,6,20,2028,36813.09640190868
LSHADE,6,20,2029,24678.42368261649
LSHADE,6,20,2030,25084.367896355565
LSHADE,6,20,2031,15439.955030145387
LSHADE,6,20,2032,23922.51802584593
LSHADE,6,20,2033,29259.64330582297
LSHADE,6,20,2034,27622.38123475165
LSHADE,6,20,2035,11684.676284898436
LSHADE,6,20,2036,21624.92992870485
LSHADE,6,20,2037,41634.24856206775
LSHADE,6,20,2038,30332.190390604235
LSHADE,6,20,2039,55497.04444765797
LSHADE,6,20,2040,20825.866915449344
LSHADE,6,20,2041,30632.751740814936
LSHADE,6,20,2042,47331.45522341492
LSHADE,6,20,2043,24905.971212298897
LSHADE,6,20,2044,19356.341409211986
LSHADE,6,20,2045,33727.31339034921
LSHADE,6,20,2046,38210.48406125477
LSHADE,6,20,2047,44203.20349907673
LSHADE,6,20,2048,26050.80839391813
LSHADE,6,20,2049,24465.337317797443
LSHADE,6,20,2050,44626.38450594349
LSHADE,6,20,2051,16876.946617257432
LSHADE,6,20,2052,33397.23857938095
LSHADE,6,20,2053,23223.87825218798
LSHADE,6,20,2054,23235.46902696657
LSHADE,6,20,2055,30255.91176717905
LSHADE,7,20,2026,2027.51919563958
LSHADE,7,20,2027,2028.2329968014897
LSHADE,7,20,2028,2035.0075718413368
LSHADE,7,20,2029,2035.4740747061485
LSHADE,7,20,2030,2028.6049642542905
LSHADE,7,20,2031,2031.5809121674208
LSHADE,7,20,2032,2032.6725377172963
LSHADE,7,20,2033,2025.9767756122749
LSHADE,7,20,2034,2032.7451904738336
LSHADE,7,20,2035,2027.3306987408512
LSHADE,7,20,2036,2031.255000023281
LSHADE,7,20,2037,2028.396338261989
LSHADE,7,20,2038,2030.638303955183
LSHADE,7,20,2039,2027.761663874253
LSHADE,7,20,2040,2042.416778392097
LSHADE,7,20,2041,2033.5155319967407
LSHADE,7,20,2042,2027.2789757219653
LSHADE,7,20,2043,2031.8096659054745
LSHADE,7,20,2044,2026.9226209168623
LSHADE,7,20,2045,2026.8826695722164
LSHADE,7,20,2046,2032.0026969000728
LSHADE,7,20,2047,2038.4816133222232
LSHADE,7,20,2048,2028.2261875909749
LSHADE,7,20,2049,2028.4610492069748
LSHADE,7,20,2050,2029.71112330901
LSHADE,7,20,2051,2027.921496488352
LSHADE,7,20,2052,2026.566997580178
LSHADE,7,20,2053,2027.8057156005173
LSHADE,7,20,2054,2033.630664446213
LSHADE,7,20,2055,2028.2227041005096
LSHADE,12,20,2026,2938.2850342651345
LSHADE,12,20,2027,2938.2850342652364
LSHADE,12,20,2028,2938.2850342651336
LSHADE,12,20,2029,2937.848208240672
LSHADE,12,20,2030,2939.5086604694534
LSHADE,12,20,2031,2939.497355536896
LSHADE,12,20,2032,2965.755365702587
LSHADE,12,20,2033,2939.0931884216525
LSHADE,12,20,2034,2944.8667760119893
LSHADE,12,20,2035,2938.2850342651336
LSHADE,12,20,2036,2939.093188421651
LSHADE,12,20,2037,2939.508660469456
LSHADE,12,20,2038,2938.285034265134
LSHADE,12,20,2039,2939.328491301992
LSHADE,12,20,2040,2939.0931884216607
LSHADE,12,20,2041,2940.604997928954
LSHADE,12,20,2042,2938.285034266088
LSHADE,12,20,2043,2942.533814680498
LSHADE,12,20,2044,2940.7001641888
LSHADE,12,20,2045,2992.3344061165626
LSHADE,12,20,2046,2940.466592003844
LSHADE,12,20,2047,2943.640724530948
LSHADE,12,20,2048,2954.767481024377
LSHADE,12,20,2049,2944.771244370663
LSHADE,12,20,2050,2938.9390546536533
LSHADE,12,20,2051,2939.093188631235
LSHADE,12,20,2052,2943.3958272838395
LSHADE,12,20,2053,2944.8667820459937
LSHADE,12,20,2054,2942.32887500209
LSHADE,12,20,2055,2953.976400363172
AS-ABMO,4,10,2026,844.0
AS-ABMO,4,10,2027,872.0
AS-ABMO,4,10,2028,838.0
AS-ABMO,4,10,2029,870.0
AS-ABMO,4,10,2030,848.0
AS-ABMO,4,10,2031,826.0
AS-ABMO,4,10,2032,848.0
AS-ABMO,4,10,2033,810.0
AS-ABMO,4,10,2034,866.0
AS-ABMO,4,10,2035,820.0
AS-ABMO,4,10,2036,852.0000000000437
AS-ABMO,4,10,2037,836.0
AS-ABMO,4,10,2038,845.1021527696905
AS-ABMO,4,10,2039,842.0
AS-ABMO,4,10,2040,836.0
AS-ABMO,4,10,2041,844.0
AS-ABMO,4,10,2042,854.0
AS-ABMO,4,10,2043,832.0
AS-ABMO,4,10,2044,842.0
AS-ABMO,4,10,2045,816.0
AS-ABMO,4,10,2046,894.0
AS-ABMO,4,10,2047,852.0000000000008
AS-ABMO,4,10,2048,848.0
AS-ABMO,4,10,2049,864.0
AS-ABMO,4,10,2050,846.0000000000223
AS-ABMO,4,10,2051,858.0
AS-ABMO,4,10,2052,838.0
AS-ABMO,4,10,2053,836.0
AS-ABMO,4,10,2054,842.0000000000001
AS-ABMO,4,10,2055,828.0
AS-ABMO,6,10,2026,13151.474865062024
AS-ABMO,6,10,2027,11760.543500243832
AS-ABMO,6,10,2028,6304.48747548892
AS-ABMO,6,10,2029,9597.927099365334
AS-ABMO,6,10,2030,2350.585186662531
AS-ABMO,6,10,2031,16149.737149827664
AS-ABMO,6,10,2032,7819.081344380138
AS-ABMO,6,10,2033,11518.275201848135
AS-ABMO,6,10,2034,11306.930029938532
AS-ABMO,6,10,2035,25552.64647645103
AS-ABMO,6,10,2036,10278.617642621688
AS-ABMO,6,10,2037,4469.016267598458
AS-ABMO,6,10,2038,11017.95217530792
AS-ABMO,6,10,2039,3086.1452521215065
AS-ABMO,6,10,2040,5769.165340918882
AS-ABMO,6,10,2041,8627.047867408583
AS-ABMO,6,10,2042,11711.693552510424
AS-ABMO,6,10,2043,2068.8976563396764
AS-ABMO,6,10,2044,9456.19381733989
AS-ABMO,6,10,2045,14080.704198099987
AS-ABMO,6,10,2046,5147.424087007499
AS-ABMO,6,10,2047,5860.335714379675
AS-ABMO,6,10,2048,29828.597382599022
AS-ABMO,6,10,2049,3800.4767240201686
AS-ABMO,6,10,2050,4208.258369870747
AS-ABMO,6,10,2051,30502.370608706195
AS-ABMO,6,10,2052,4411.488881711819
AS-ABMO,6,10,2053,17725.968707753836
AS-ABMO,6,10,2054,15058.463180870462
AS-ABMO,6,10,2055,25817.084403143155
AS-ABMO,7,10,2026,2126.6160682976665
AS-ABMO,7,10,2027,2024.3658905287864
AS-ABMO,7,10,2028,2021.03174769646
AS-ABMO,7,10,2029,2002.5496546936083
AS-ABMO,7,10,2030,2025.5094182390076
AS-ABMO,7,10,2031,2022.4899181238104
AS-ABMO,7,10,2032,2024.664164898926
AS-ABMO,7,10,2033,2025.2830388785808
AS-ABMO,7,10,2034,2022.210490035432
AS-ABMO,7,10,2035,2026.060149004429
AS-ABMO,7,10,2036,2020.5227180818176
AS-ABMO,7,10,2037,2021.1174844791196
AS-ABMO,7,10,2038,2028.1260123852712
AS-ABMO,7,10,2039,2020.995836610136
AS-ABMO,7,10,2040,2029.9954566589704
AS-ABMO,7,10,2041,2031.1610584587936
AS-ABMO,7,10,2042,2022.3291578030364
AS-ABMO,7,10,2043,2028.6183062128064
AS-ABMO,7,10,2044,2025.521210136392
AS-ABMO,7,10,2045,2022.232789492379
AS-ABMO,7,10,2046,2033.767991105676
AS-ABMO,7,10,2047,2030.9580185763527
AS-ABMO,7,10,2048,2025.1885621982428
AS-ABMO,7,10,2049,2027.6435153696063
AS-ABMO,7,10,2050,2020.7671673443729
AS-ABMO,7,10,2051,2120.5088732411764
AS-ABMO,7,10,2052,2020.9961009453343
AS-ABMO,7,10,2053,2025.9074779775249
AS-ABMO,7,10,2054,2023.546829088761
AS-ABMO,7,10,2055,2020.282576914444
AS-ABMO,12,10,2026,2865.630329777067
AS-ABMO,12,10,2027,2866.75071956622
AS-ABMO,12,10,2028,2865.7880510251007
AS-ABMO,12,10,2029,2865.943873734568
AS-ABMO,12,10,2030,2871.3513551700757
AS-ABMO,12,10,2031,2871.083438775291
AS-ABMO,12,10,2032,2868.355133508939
AS-ABMO,12,10,2033,2866.447035416704
AS-ABMO,12,10,2034,2870.634481978986
AS-ABMO,12,10,2035,2868.2405816883334
AS-ABMO,12,10,2036,2867.13761413211
AS-ABMO,12,10,2037,2867.079440017764
AS-ABMO,12,10,2038,2865.5785545546146
AS-ABMO,12,10,2039,2866.613478687705
AS-ABMO,12,10,2040,2867.018511267556
AS-ABMO,12,10,2041,2865.95325962788
AS-ABMO,12,10,2042,2868.048868750973
AS-ABMO,12,10,2043,2874.4659048421126
AS-ABMO,12,10,2044,2870.279186939014
AS-ABMO,12,10,2045,2865.9422393563623
AS-ABMO,12,10,2046,2868.8632307999032
AS-ABMO,12,10,2047,2867.4800367630587
AS-ABMO,12,10,2048,2868.3174239505297
AS-ABMO,12,10,2049,2867.242388563599
AS-ABMO,12,10,2050,2864.5667539090005
AS-ABMO,12,10,2051,2870.573099833836
AS-ABMO,12,10,2052,2920.731668813484
AS-ABMO,12,10,2053,2870.2847162515327
AS-ABMO,12,10,2054,2869.7931335941566
AS-ABMO,12,10,2055,2865.427617306677
AS-ABMO,4,20,2026,962.0
AS-ABMO,4,20,2027,898.0
AS-ABMO,4,20,2028,926.0
AS-ABMO,4,20,2029,894.0
AS-ABMO,4,20,2030,870.0
AS-ABMO,4,20,2031,1004.0
AS-ABMO,4,20,2032,1000.0
AS-ABMO,4,20,2033,920.0
AS-ABMO,4,20,2034,922.0
AS-ABMO,4,20,2035,1033.0
AS-ABMO,4,20,2036,956.5
AS-ABMO,4,20,2037,940.0
AS-ABMO,4,20,2038,960.0
AS-ABMO,4,20,2039,880.0
AS-ABMO,4,20,2040,878.0
AS-ABMO,4,20,2041,976.0
AS-ABMO,4,20,2042,904.0
AS-ABMO,4,20,2043,926.0
AS-ABMO,4,20,2044,934.0
AS-ABMO,4,20,2045,956.5
AS-ABMO,4,20,2046,936.0
AS-ABMO,4,20,2047,876.0
AS-ABMO,4,20,2048,908.0
AS-ABMO,4,20,2049,910.0
AS-ABMO,4,20,2050,900.0
AS-ABMO,4,20,2051,884.0
AS-ABMO,4,20,2052,880.0
AS-ABMO,4,20,2053,904.0
AS-ABMO,4,20,2054,868.0
AS-ABMO,4,20,2055,950.0
AS-ABMO,6,20,2026,76541.83044382336
AS-ABMO,6,20,2027,69447.47705233943
AS-ABMO,6,20,2028,90178.7302264342
AS-ABMO,6,20,2029,59445.89319361906
AS-ABMO,6,20,2030,53960.40862745471
AS-ABMO,6,20,2031,25751.824155574825
AS-ABMO,6,20,2032,30601.767023971013
AS-ABMO,6,20,2033,36150.68272029103
AS-ABMO,6,20,2034,45169.82594000704
AS-ABMO,6,20,2035,76806.3750999632
AS-ABMO,6,20,2036,121829.58115124489
AS-ABMO,6,20,2037,34269.300678151034
AS-ABMO,6,20,2038,27664.15673636173
AS-ABMO,6,20,2039,67547.9641200146
AS-ABMO,6,20,2040,26833.14095421077
AS-ABMO,6,20,2041,39047.34185949007
AS-ABMO,6,20,2042,53184.52314503479
AS-ABMO,6,20,2043,36015.6091550783
AS-ABMO,6,20,2044,69875.26067193513
AS-ABMO,6,20,2045,119777.67451218632
AS-ABMO,6,20,2046,31623.057932973465
AS-ABMO,6,20,2047,60308.93165908521
AS-ABMO,6,20,2048,111512.73547215274
AS-ABMO,6,20,2049,19050.78594060319
AS-ABMO,6,20,2050,75380.11753314211
AS-ABMO,6,20,2051,69985.8642566662
AS-ABMO,6,20,2052,79971.9845799542
AS-ABMO,6,20,2053,120002.83066982705
AS-ABMO,6,20,2054,37233.39306902513
AS-ABMO,6,20,2055,53723.04348353726
AS-ABMO,7,20,2026,2040.5998250794305
AS-ABMO,7,20,2027,2057.327238890835
AS-ABMO,7,20,2028,2027.3072775760188
AS-ABMO,7,20,2029,2038.519336013701
AS-ABMO,7,20,2030,2033.922230156257
AS-ABMO,7,20,2031,2029.0832859640527
AS-ABMO,7,20,2032,2094.9078269010715
AS-ABMO,7,20,2033,2036.5395880894805
AS-ABMO,7,20,2034,2106.0323200875096
AS-ABMO,7,20,2035,2098.760243539762
AS-ABMO,7,20,2036,2064.140177562085
AS-ABMO,7,20,2037,2026.515934512993
AS-ABMO,7,20,2038,2035.0126806642272
AS-ABMO,7,20,2039,2028.7945513811767
AS-ABMO,7,20,2040,2057.4197845003414
AS-ABMO,7,20,2041,2046.7917887240317
AS-ABMO,7,20,2042,2041.4717383159093
AS-ABMO,7,20,2043,2044.1650926589937
AS-ABMO,7,20,2044,2022.7003065662093
AS-ABMO,7,20,2045,2045.2133932410536
AS-ABMO,7,20,2046,2044.6482223384344
AS-ABMO,7,20,2047,2022.207926862469
AS-ABMO,7,20,2048,2067.1549337695083
AS-ABMO,7,20,2049,2164.1132612761285
AS-ABMO,7,20,2050,2027.844149795029
AS-ABMO,7,20,2051,2045.7857677027791
AS-ABMO,7,20,2052,2036.5375082686685
AS-ABMO,7,20,2053,2049.3921159985325
AS-ABMO,7,20,2054,2030.617773435286
AS-ABMO,7,20,2055,2058.139556357546
AS-ABMO,12,20,2026,3084.236775823634
AS-ABMO,12,20,2027,2947.0722701640907
AS-ABMO,12,20,2028,2943.36428830168
AS-ABMO,12,20,2029,2949.6506671058987
AS-ABMO,12,20,2030,2972.007177978286
AS-ABMO,12,20,2031,2982.3028598211363
AS-ABMO,12,20,2032,2969.214516168189
AS-ABMO,12,20,2033,2948.276035453201
AS-ABMO,12,20,2034,2982.996124637348
AS-ABMO,12,20,2035,3054.5975712317154
AS-ABMO,12,20,2036,3027.153870653752
AS-ABMO,12,20,2037,2983.666470003175
AS-ABMO,12,20,2038,2983.5008083514363
AS-ABMO,12,20,2039,2972.970570716533
AS-ABMO,12,20,2040,3004.052104826636
AS-ABMO,12,20,2041,2942.2009250713268
AS-ABMO,12,20,2042,2996.10428611266
AS-ABMO,12,20,2043,3004.7124067827503
AS-ABMO,12,20,2044,2970.309484859976
AS-ABMO,12,20,2045,2996.293623138493
AS-ABMO,12,20,2046,3000.798260101391
AS-ABMO,12,20,2047,2954.852299863177
AS-ABMO,12,20,2048,3070.809544354852
AS-ABMO,12,20,2049,2964.727704782149
AS-ABMO,12,20,2050,2978.7711805558083
AS-ABMO,12,20,2051,3001.144327413863
AS-ABMO,12,20,2052,2940.72852411484
AS-ABMO,12,20,2053,2965.676005296443
AS-ABMO,12,20,2054,3051.271297697508
AS-ABMO,12,20,2055,2941.867844378124
